age,d13Ca_2p5,d13Ca_25,d13Ca_50,d13Ca_75,d13Ca_97p5
34.549863,-5.962277885,-5.659092853,-5.494519136,-5.309175991,-4.957457547
34.649863,-5.909808663,-5.613658633,-5.448076825,-5.258274593,-4.902481365
34.749863,-5.91827138,-5.594257447,-5.430341245,-5.242543496,-4.881098314
34.849863,-5.921416439,-5.609370888,-5.449763528,-5.255029657,-4.908542165
34.949863,-5.881935023,-5.560387322,-5.396045315,-5.210616904,-4.858247971
35.049863,-5.82479374,-5.505820417,-5.348478499,-5.15729262,-4.807177576
35.149863,-5.782127676,-5.470790057,-5.312608601,-5.128603388,-4.77015282
35.249863,-5.772680404,-5.448003257,-5.287598903,-5.104672998,-4.749503809
35.349863,-5.757097763,-5.448859308,-5.285767741,-5.099617045,-4.742746737
35.449863,-5.751355071,-5.443032229,-5.277545588,-5.089809651,-4.720387149
35.549863,-5.754670052,-5.446086444,-5.277500324,-5.077780147,-4.706084575
35.649863,-5.740944462,-5.434369615,-5.268002371,-5.079365117,-4.720063171
35.749863,-5.747790003,-5.432518532,-5.270803639,-5.088005745,-4.716802426
35.849863,-5.760929446,-5.449527275,-5.284560774,-5.09166392,-4.734145345
35.949863,-5.737155445,-5.446094236,-5.280244141,-5.096351649,-4.738801151
36.049863,-5.625255348,-5.325130904,-5.158956995,-4.974082981,-4.60694874
36.149863,-5.513675172,-5.210359555,-5.047197784,-4.856344037,-4.493353031
36.249863,-5.368726224,-5.06473251,-4.902302929,-4.710023791,-4.345851924
36.349863,-5.230619041,-4.923093761,-4.76107152,-4.577679835,-4.223617241
36.449863,-5.102447802,-4.794105509,-4.638483476,-4.447377096,-4.084097531
36.549863,-5.070907493,-4.7704322,-4.605117302,-4.420275407,-4.05554488
36.649863,-5.162662687,-4.854321882,-4.694912151,-4.509698573,-4.141892509
36.749863,-5.237065767,-4.934290666,-4.77453635,-4.585161987,-4.220706246
36.849863,-5.263599004,-4.958768042,-4.798765231,-4.609664242,-4.243995739
36.949863,-5.279154329,-4.966056654,-4.802585108,-4.624687078,-4.260518457
37.049863,-5.361967711,-5.036953996,-4.880090198,-4.692868322,-4.336790994
37.149863,-5.386583601,-5.075931363,-4.916600924,-4.728713728,-4.364575572
37.249863,-5.35185935,-5.033629973,-4.874939967,-4.689905439,-4.313608707
37.349863,-5.345447988,-5.036461186,-4.8750673,-4.691510143,-4.322800644
37.449863,-5.383753115,-5.083097046,-4.928072008,-4.742123151,-4.389938203
37.549863,-5.398300216,-5.090980399,-4.931649195,-4.741526937,-4.393623608
37.649863,-5.492102919,-5.188909111,-5.028585325,-4.843017513,-4.481861715
37.749863,-5.569891159,-5.25896042,-5.103408892,-4.914428277,-4.551749908
37.849863,-5.59886537,-5.295384134,-5.135301092,-4.945533432,-4.587695037
37.949863,-5.604949679,-5.302673694,-5.140634985,-4.953505812,-4.594718291
38.049863,-5.570996792,-5.258463033,-5.093772803,-4.905275726,-4.538696335
38.149863,-5.598350207,-5.294241961,-5.131717983,-4.946069905,-4.584169312
38.249863,-5.554570672,-5.251940294,-5.092102513,-4.906904437,-4.542759953
38.349863,-5.591209146,-5.279430231,-5.113641474,-4.93762539,-4.569036242
38.449863,-5.591494331,-5.274041122,-5.115207814,-4.931566652,-4.577628722
38.549863,-5.604864126,-5.301549336,-5.137334851,-4.951598698,-4.585744885
38.649863,-5.621343696,-5.313334458,-5.152126797,-4.958723958,-4.608269136
38.749863,-5.541385314,-5.229770985,-5.069464368,-4.882371663,-4.515500239
38.849863,-5.483039165,-5.18389049,-5.026799646,-4.834666066,-4.482534098
38.949863,-5.417232259,-5.11718559,-4.952204714,-4.759124972,-4.404639658
39.049863,-5.510255522,-5.205394792,-5.03979313,-4.851832333,-4.493057606
39.149863,-5.50578192,-5.20122655,-5.034872962,-4.849552025,-4.478574406
39.249863,-5.482358155,-5.176518098,-5.0105882,-4.824141609,-4.450117709
39.349863,-5.465675114,-5.157248618,-4.993316072,-4.805954341,-4.447692474
39.449863,-5.453727832,-5.145130673,-4.986265117,-4.793630642,-4.434816358
39.549863,-5.392839387,-5.088897943,-4.927609456,-4.735279217,-4.380341276
39.649863,-5.304903024,-4.992341136,-4.831464076,-4.639504535,-4.273817038
39.749863,-5.243961791,-4.931681856,-4.766257013,-4.580321106,-4.222750965
39.849863,-5.20300475,-4.896187903,-4.735955661,-4.548956261,-4.192159227
39.949863,-5.194165589,-4.886964203,-4.731210257,-4.539733231,-4.176951768
40.049863,-5.192608421,-4.889812639,-4.72847297,-4.545525625,-4.165331354
40.149863,-5.267672379,-4.953013354,-4.799832961,-4.609679791,-4.232740657
40.249863,-5.343820285,-5.025183469,-4.864567823,-4.674707663,-4.31186131
40.349863,-5.395347125,-5.081338035,-4.919739395,-4.732016931,-4.366576584
40.449863,-5.470409959,-5.143216269,-4.976382689,-4.786990391,-4.432762742
40.549863,-5.548329805,-5.229588312,-5.066701099,-4.878876604,-4.518120448
40.649863,-5.621812992,-5.310794087,-5.146105159,-4.954394529,-4.600131496
40.749863,-5.62553609,-5.311914996,-5.15128185,-4.959912369,-4.594425224
40.849863,-5.566307943,-5.250305422,-5.089974632,-4.90112177,-4.532785052
40.949863,-5.519728725,-5.204377879,-5.034216071,-4.850621742,-4.47204126
41.049863,-5.516590091,-5.202199778,-5.033496805,-4.844091536,-4.476829862
41.149863,-5.548257246,-5.235354188,-5.070059274,-4.873948086,-4.515147739
41.249863,-5.577633346,-5.2579263,-5.095537863,-4.904197971,-4.549879207
41.349863,-5.622398699,-5.300222352,-5.131477113,-4.953155916,-4.589769697
41.449863,-5.649945806,-5.330507884,-5.165017883,-4.980021487,-4.622281178
41.549863,-5.688699781,-5.378149237,-5.217722111,-5.035064393,-4.666362517
41.649863,-5.645588375,-5.331456707,-5.173918565,-4.986873269,-4.622727866
41.749863,-5.585321976,-5.273407551,-5.111137278,-4.922904611,-4.568658515
41.849863,-5.584248266,-5.270591377,-5.114444954,-4.919126924,-4.560961268
41.949863,-5.549431098,-5.241591288,-5.086529957,-4.891152117,-4.54107788
42.049863,-5.55957943,-5.250139239,-5.089474266,-4.894798032,-4.534731869
42.149863,-5.574671691,-5.260002022,-5.095717009,-4.904281358,-4.553870264
42.249863,-5.652437172,-5.338094879,-5.177312076,-4.980838273,-4.636411959
42.349863,-5.693600241,-5.380922061,-5.214647283,-5.028047376,-4.675092175
42.449863,-5.685075057,-5.383439421,-5.217620779,-5.026388169,-4.664811676
42.549863,-5.710273169,-5.396777103,-5.23432721,-5.040571247,-4.696802631
42.649863,-5.690096513,-5.371050626,-5.217441487,-5.020026527,-4.664011774
42.749863,-5.648195713,-5.333799205,-5.173720232,-4.978060037,-4.620780332
42.849863,-5.607347113,-5.290991939,-5.126617057,-4.933371498,-4.57744289
42.949863,-5.563990487,-5.24663219,-5.08961372,-4.89699944,-4.527488385
43.049863,-5.555502254,-5.251178428,-5.092967967,-4.902023866,-4.536281978
43.149863,-5.515245046,-5.203636766,-5.041102366,-4.855675821,-4.494675941
43.249863,-5.472249344,-5.162841502,-5.006330708,-4.811354128,-4.451516076
43.349863,-5.454783083,-5.146088038,-4.98183738,-4.792162062,-4.429762551
43.449863,-5.457503268,-5.145686167,-4.978646458,-4.800328415,-4.436706709
43.549863,-5.411582859,-5.098881276,-4.933084335,-4.751649027,-4.380512538
43.649863,-5.424768628,-5.117147791,-4.951446123,-4.761128207,-4.396016253
43.749863,-5.442237722,-5.134943501,-4.968691787,-4.779972156,-4.419543751
43.849863,-5.475331912,-5.165987251,-4.997520559,-4.812330302,-4.443869395
43.949863,-5.489083799,-5.175113769,-5.013974108,-4.820838755,-4.46359887
44.049863,-5.501476954,-5.190488605,-5.033118668,-4.839607385,-4.475321758
44.149863,-5.528421827,-5.215593463,-5.055164171,-4.865565444,-4.49517886
44.249863,-5.569801761,-5.25044747,-5.087630751,-4.895458599,-4.527677575
44.349863,-5.584321875,-5.256489452,-5.090041145,-4.897631989,-4.53930755
44.449863,-5.543913954,-5.220818105,-5.062699032,-4.873202553,-4.505276154
44.549863,-5.526581472,-5.210636595,-5.041814584,-4.857614174,-4.477666557
44.649863,-5.498457407,-5.180929674,-5.017951165,-4.830830743,-4.465134349
44.749863,-5.516302194,-5.197160189,-5.033183853,-4.844703384,-4.4838244
44.849863,-5.533550898,-5.217083283,-5.055272779,-4.866029543,-4.498876285
44.949863,-5.502095761,-5.180943631,-5.022240825,-4.833931913,-4.464323507
45.049863,-5.564287428,-5.254474701,-5.091135732,-4.907324024,-4.532294279
45.149863,-5.588964802,-5.275796003,-5.10418843,-4.920433367,-4.541856197
45.249863,-5.563784891,-5.255614089,-5.088482744,-4.900752215,-4.530577443
45.349863,-5.547739756,-5.237490361,-5.072498734,-4.88365346,-4.506652362
45.449863,-5.535566759,-5.233091681,-5.067651641,-4.874189144,-4.524586384
45.549863,-5.529269819,-5.230039309,-5.067328144,-4.873216493,-4.514965164
45.649863,-5.55196187,-5.242680842,-5.080050843,-4.882427724,-4.535302851
45.749863,-5.560362745,-5.250985015,-5.089110366,-4.90143989,-4.541978786
45.849863,-5.586781091,-5.277681903,-5.117971068,-4.928466048,-4.559740693
45.949863,-5.650841991,-5.338132957,-5.17171422,-4.985073586,-4.623575259
46.049863,-5.655762991,-5.342711887,-5.180392739,-4.991439279,-4.638948606
46.149863,-5.688416116,-5.371662374,-5.20747282,-5.019418058,-4.666547671
46.249863,-5.696108274,-5.380246417,-5.220247096,-5.030491629,-4.678703479
46.349863,-5.682337816,-5.369926425,-5.210325865,-5.019447982,-4.682118676
46.449863,-5.694241986,-5.394491221,-5.2327362,-5.038305008,-4.683550864
46.549863,-5.691045205,-5.381417072,-5.225794539,-5.029533711,-4.671584172
46.649863,-5.705633567,-5.386795968,-5.226700527,-5.034558985,-4.686174158
46.749863,-5.714531915,-5.395320047,-5.236638743,-5.048624838,-4.694092613
46.849863,-5.632938305,-5.308581284,-5.152753841,-4.965128312,-4.598383307
46.949863,-5.537132597,-5.234827924,-5.069449495,-4.885788401,-4.528297185
47.049863,-5.518095995,-5.202672117,-5.04371791,-4.857395427,-4.500750019
47.149863,-5.550072167,-5.227216793,-5.06431136,-4.874872688,-4.515977193
47.249863,-5.520741703,-5.21285085,-5.050189639,-4.866160595,-4.497984509
47.349863,-5.43423754,-5.125582299,-4.959255737,-4.778924946,-4.413601458
47.449863,-5.342472684,-5.040910907,-4.875733771,-4.685693033,-4.326066284
47.549863,-5.311792457,-4.997291899,-4.839354297,-4.645719807,-4.287118686
47.649863,-5.269707363,-4.964844921,-4.805795985,-4.611536546,-4.251505965
47.749863,-5.220163921,-4.909351175,-4.750094921,-4.558822423,-4.205102516
47.849863,-5.219496938,-4.922618348,-4.760748956,-4.560057172,-4.205860292
47.949863,-5.250554755,-4.940167876,-4.781207669,-4.598533961,-4.230452389
48.049863,-5.223563436,-4.910425201,-4.749886903,-4.562485423,-4.201343043
48.149863,-5.112200369,-4.806377299,-4.642332679,-4.450791069,-4.106957415
48.249863,-5.091845486,-4.770021572,-4.606558338,-4.418515256,-4.059504656
48.349863,-5.061748014,-4.749189481,-4.583136714,-4.392494912,-4.031185087
48.449863,-5.038134037,-4.721234744,-4.561597136,-4.370757101,-4.009693602
48.549863,-4.97326858,-4.661664221,-4.50018096,-4.311461103,-3.939988006
48.649863,-4.891494581,-4.579042286,-4.416941995,-4.231976579,-3.876028633
48.749863,-4.92252877,-4.605890653,-4.437797315,-4.25751403,-3.906063676
48.849863,-4.934881267,-4.613442778,-4.448052427,-4.261398223,-3.897517053
48.949863,-4.879007146,-4.562252516,-4.390368998,-4.206274977,-3.848363709
49.049863,-4.863491415,-4.55599071,-4.389597649,-4.203935812,-3.851863307
49.149863,-4.908073948,-4.59363716,-4.428738795,-4.241134501,-3.876000905
49.249863,-4.971530696,-4.654014014,-4.49481538,-4.306273177,-3.94655682
49.349863,-4.925374944,-4.612793599,-4.447376066,-4.253504863,-3.895866933
49.449863,-4.866602639,-4.553189556,-4.394865898,-4.204169864,-3.849449558
49.549863,-4.831304533,-4.516370613,-4.348920782,-4.159772161,-3.8179943
49.649863,-4.76267698,-4.452319509,-4.290943889,-4.102605542,-3.756091929
49.749863,-4.71849493,-4.391322705,-4.22424176,-4.039790359,-3.688362249
49.849863,-4.727303739,-4.42182869,-4.256375729,-4.072298725,-3.723172181
49.949863,-4.783141158,-4.465376008,-4.302916834,-4.112119961,-3.749013603
50.049863,-4.805276565,-4.493344939,-4.325909746,-4.133838425,-3.789275809
50.149863,-4.798376799,-4.485097932,-4.31142594,-4.120809907,-3.760760215
50.249863,-4.853601285,-4.532763617,-4.364679777,-4.171231197,-3.812358513
50.349863,-4.943524744,-4.627601832,-4.461290205,-4.263397949,-3.902177655
50.449863,-5.016216825,-4.707517084,-4.535953306,-4.345464773,-3.981588377
50.549863,-4.990900323,-4.665064602,-4.493982645,-4.3084394,-3.947115491
50.649863,-5.026925907,-4.711022123,-4.541724624,-4.343121244,-3.979308155
50.749863,-5.09765361,-4.777025607,-4.614599422,-4.418270105,-4.048011688
50.849863,-5.243479297,-4.923188453,-4.755718626,-4.564568616,-4.199557913
50.949863,-5.244061247,-4.912288898,-4.750830065,-4.559705353,-4.204336551
51.049863,-5.165289416,-4.841355576,-4.672540266,-4.483063105,-4.122918097
51.149863,-5.227397791,-4.920860808,-4.750457549,-4.562196883,-4.20399128
51.249863,-5.274554566,-4.974523396,-4.812249383,-4.617295747,-4.268310441
51.349863,-5.332750476,-5.030309588,-4.868036553,-4.678200723,-4.310576466
51.449863,-5.530209486,-5.221878127,-5.055626651,-4.867068165,-4.506688311
51.549863,-5.686952102,-5.370718737,-5.207047504,-5.019453226,-4.658614893
51.649863,-5.708648815,-5.399345448,-5.230321037,-5.039064094,-4.683048658
51.749863,-5.701423089,-5.379652928,-5.216311509,-5.031486485,-4.668524116
51.849863,-5.779079811,-5.456910194,-5.290780354,-5.103988144,-4.742828967
51.949863,-5.773620805,-5.459077588,-5.296292107,-5.106800392,-4.745805213
52.049863,-5.724977183,-5.403113874,-5.240624232,-5.056502185,-4.698197997
52.149863,-5.766808453,-5.453447454,-5.290982475,-5.109720682,-4.737567071
52.249863,-5.859477888,-5.544768525,-5.382437256,-5.199385494,-4.843116195
52.349863,-6.015835476,-5.716008135,-5.554250376,-5.366452353,-4.997528032
52.449863,-6.151437616,-5.837649951,-5.674998467,-5.486508135,-5.127208355
52.549863,-6.138928509,-5.838838945,-5.680321299,-5.493439429,-5.129519084
52.649863,-6.139630017,-5.84491145,-5.683147139,-5.496476085,-5.130951095
52.749863,-6.26089342,-5.961695124,-5.803010213,-5.611939475,-5.256670039
52.849863,-6.380722455,-6.066027746,-5.913046243,-5.715246356,-5.359518166
52.949863,-6.261845512,-5.948145295,-5.79688758,-5.603306691,-5.247087362
53.049863,-6.262556152,-5.946724186,-5.785750108,-5.600900685,-5.244222597
53.149863,-6.253165185,-5.952938084,-5.795445569,-5.60259564,-5.247674797
53.249863,-6.237864147,-5.931068594,-5.770158008,-5.583018305,-5.222685504
53.349863,-6.081138947,-5.766528307,-5.604645176,-5.416163844,-5.048658111
53.449863,-5.971553645,-5.657152387,-5.494174465,-5.306730963,-4.943508811
53.549863,-6.059468941,-5.753913976,-5.591469474,-5.404310187,-5.039392675
53.649863,-6.080559915,-5.776925355,-5.616650184,-5.429479273,-5.067702171
53.749863,-5.939787073,-5.631851881,-5.469505051,-5.282789869,-4.935147786
53.849863,-5.955487003,-5.640862144,-5.481137704,-5.294222076,-4.946980593
53.949863,-6.101559665,-5.79214766,-5.629477616,-5.447818404,-5.083612391
54.049863,-6.051356039,-5.752215457,-5.595625546,-5.403841623,-5.04828731
54.149863,-5.912326264,-5.609590991,-5.446451236,-5.252640816,-4.905580325
54.249863,-5.837539509,-5.531309984,-5.366098215,-5.175393762,-4.825379953
54.349863,-5.796878873,-5.485825836,-5.323476749,-5.127057852,-4.772626335
54.449863,-5.72471353,-5.414627653,-5.248700152,-5.058320454,-4.713099198
54.549863,-5.582651688,-5.26574546,-5.104972835,-4.912978037,-4.558562859
54.649863,-5.455963793,-5.137786768,-4.975128148,-4.778791036,-4.427298804
54.749863,-5.377259619,-5.066676793,-4.904965153,-4.710182111,-4.359047416
54.849863,-5.238477318,-4.932590939,-4.77017238,-4.577402308,-4.219158352
54.949863,-5.083002135,-4.778828549,-4.615443282,-4.423773466,-4.075250461
55.049863,-4.979126282,-4.665492934,-4.504587513,-4.317091411,-3.965551039
55.149863,-4.986207185,-4.681471639,-4.515831704,-4.330055509,-3.971756692
55.249863,-4.992885917,-4.677764471,-4.518627673,-4.327780293,-3.976981601
55.349863,-4.959354757,-4.650227888,-4.485603166,-4.295604518,-3.951091478
55.449863,-4.909235337,-4.602215206,-4.436084759,-4.257239966,-3.90285509
55.549863,-4.909779221,-4.596788858,-4.43636298,-4.255804583,-3.896624779
55.649863,-4.896221961,-4.584674993,-4.417156226,-4.234011433,-3.88507496
55.749863,-5.150843068,-4.828813244,-4.669534593,-4.485521721,-4.120838493
55.849863,-5.591213815,-5.270749433,-5.1064082,-4.923093766,-4.560066942
55.949863,-4.856333608,-4.55024215,-4.38470832,-4.205221468,-3.841345055
56.049863,-4.661916025,-4.355857081,-4.194489162,-4.003572679,-3.650071382
56.149863,-4.506998916,-4.187141988,-4.029064982,-3.836294635,-3.478483352
56.249863,-4.348714595,-4.038468744,-3.881237118,-3.685733281,-3.335587787
56.349863,-4.266062663,-3.946952538,-3.786517798,-3.596205643,-3.243527471
56.449863,-4.202973968,-3.890625237,-3.723949903,-3.534141295,-3.182926596
56.549863,-4.081976808,-3.770179305,-3.610823857,-3.415279528,-3.064082848
56.649863,-3.977401101,-3.676838265,-3.517339383,-3.323682485,-2.973546814
56.749863,-3.966900878,-3.657336644,-3.490723325,-3.303978188,-2.953082627
56.849863,-4.000222431,-3.679679976,-3.521045299,-3.326879928,-2.97929543
56.949863,-3.914854541,-3.589837858,-3.42901797,-3.237563931,-2.889650869
57.049863,-3.838094628,-3.509433708,-3.350654617,-3.157550002,-2.795474854
57.149863,-3.866301037,-3.551824489,-3.385844323,-3.196581663,-2.838871872
57.249863,-3.919139236,-3.600065392,-3.433586992,-3.242163945,-2.888054573
57.349863,-3.863621058,-3.552882135,-3.38866696,-3.197550761,-2.834821015
57.449863,-3.804602596,-3.484846884,-3.324034325,-3.131347659,-2.777768894
57.549863,-3.839548853,-3.512828954,-3.349277909,-3.162444984,-2.813821867
57.649863,-3.869508616,-3.554863271,-3.394822119,-3.199921148,-2.836751581
57.749863,-3.884817863,-3.578924735,-3.409107836,-3.219382884,-2.842511029
57.849863,-3.895396356,-3.57192184,-3.413189694,-3.215315244,-2.857024181
57.949863,-3.97335419,-3.666879647,-3.505385172,-3.312099218,-2.944759106
58.049863,-3.990218051,-3.681598743,-3.522753613,-3.334265242,-2.964545786
58.149863,-4.109612592,-3.794057002,-3.636233585,-3.449659981,-3.080751462
58.249863,-4.179375807,-3.8564162,-3.697858262,-3.512322663,-3.141398478
58.349863,-4.208798822,-3.873096129,-3.718008211,-3.534523937,-3.168197861
58.449863,-4.125954454,-3.815244052,-3.647364776,-3.463946452,-3.094566608
58.549863,-4.19767811,-3.884853177,-3.716778453,-3.529482485,-3.172096972
58.649863,-4.364441062,-4.055010406,-3.89395276,-3.709156268,-3.343639912
58.749863,-4.368731602,-4.05492954,-3.894139823,-3.702889477,-3.347432267
58.849863,-4.372246516,-4.054593012,-3.897168357,-3.702085123,-3.34210957
58.949863,-4.320898121,-4.015394432,-3.851328911,-3.659132723,-3.302367992
59.049863,-4.283769162,-3.968809282,-3.806237068,-3.611240461,-3.255629005
59.149863,-4.30072843,-3.998830186,-3.836694055,-3.648568299,-3.27153337
59.249863,-4.284582453,-3.98663745,-3.819697648,-3.62957895,-3.249599624
59.349863,-4.284611984,-3.974920143,-3.808335322,-3.619815535,-3.253016422
59.449863,-4.444872903,-4.143205934,-3.979880721,-3.785290813,-3.421632157
59.549863,-4.548806583,-4.240759806,-4.076393155,-3.886534057,-3.52531288
59.649863,-4.631211476,-4.326333905,-4.157357862,-3.969756198,-3.606398494
59.749863,-4.678043754,-4.370773965,-4.202280668,-4.010088925,-3.657971749
59.849863,-4.732990135,-4.420878187,-4.258384675,-4.073780604,-3.701675215
59.949863,-4.709328121,-4.400548683,-4.236883145,-4.047808367,-3.676623382
60.049863,-4.696640965,-4.387490444,-4.227170698,-4.031823345,-3.670544667
60.149863,-4.67866736,-4.373443658,-4.213279204,-4.017252634,-3.653489944
60.249863,-4.713508665,-4.40931282,-4.246054084,-4.053501775,-3.70101513
60.349863,-4.788540945,-4.486792376,-4.323528383,-4.130221725,-3.766478122
60.449863,-4.886433592,-4.585821113,-4.426034042,-4.230534808,-3.87034834
60.549863,-4.940728159,-4.646935557,-4.488283813,-4.292749146,-3.937576344
60.649863,-4.938608876,-4.633534914,-4.468067637,-4.281151885,-3.920984072
60.749863,-5.068664427,-4.758662485,-4.600262302,-4.408199922,-4.047359991
60.849863,-5.227234953,-4.920237462,-4.75940513,-4.572785442,-4.207704487
60.949863,-5.313494472,-4.999093322,-4.83578573,-4.645733362,-4.275808428
61.049863,-5.340334941,-5.026162035,-4.858375108,-4.673300526,-4.308377559
61.149863,-5.496656565,-5.178263124,-5.015398693,-4.824005424,-4.47100805
61.249863,-5.604834605,-5.281474188,-5.115789664,-4.923999978,-4.58148117
61.349863,-5.637083132,-5.319002525,-5.149709949,-4.96189006,-4.60732434
61.449863,-5.545049055,-5.217364468,-5.049849766,-4.855120482,-4.498760482
61.549863,-5.552451553,-5.245273598,-5.07582433,-4.882049435,-4.534800149
61.649863,-5.625594338,-5.323118555,-5.152744781,-4.961870247,-4.610045675
61.749863,-5.671304641,-5.364792886,-5.198776788,-5.010886216,-4.645979482
61.849863,-5.657557115,-5.350107586,-5.185923734,-4.998739656,-4.63069209
61.949863,-5.668280738,-5.356922317,-5.191518933,-5.008819612,-4.643230489
62.049863,-5.743262772,-5.439417087,-5.269510338,-5.085066738,-4.72111724
62.149863,-5.702902265,-5.4012024,-5.233892021,-5.047274371,-4.673809411
62.249863,-5.657693379,-5.336287192,-5.173111528,-4.987364958,-4.619885966
62.349863,-5.688641536,-5.392617802,-5.227726552,-5.039878358,-4.671579072
62.449863,-5.702234168,-5.396371493,-5.231009859,-5.042692466,-4.666932512
62.549863,-5.709746313,-5.394962155,-5.226589183,-5.029098393,-4.662035968
62.649863,-5.648186209,-5.339887374,-5.172825401,-4.981778689,-4.606723787
62.749863,-5.681293455,-5.379877892,-5.214077178,-5.022889987,-4.643574866
62.849863,-5.719672517,-5.407896951,-5.239946715,-5.048039402,-4.674655658
62.949863,-5.730349175,-5.432967823,-5.261477896,-5.076106233,-4.703978091
63.049863,-5.736582601,-5.420769613,-5.25365476,-5.074843853,-4.696534402
63.149863,-5.785924043,-5.475466985,-5.310290813,-5.125493143,-4.748470988
63.249863,-5.849455558,-5.52890971,-5.363035496,-5.179405511,-4.814276104
63.349863,-5.83641033,-5.527863285,-5.366606547,-5.181857494,-4.803275728
63.449863,-5.780674243,-5.467206006,-5.306134956,-5.120812707,-4.759478878
63.549863,-5.772277558,-5.457623234,-5.292093551,-5.105897169,-4.74059034
63.649863,-5.731935712,-5.418863078,-5.250675028,-5.062325222,-4.694464274
63.749863,-5.68601372,-5.361070304,-5.196105727,-5.009171281,-4.644306588
63.849863,-5.67219367,-5.340530857,-5.179172672,-4.984804217,-4.621563223
63.949863,-5.678882634,-5.38032717,-5.204312156,-5.014043602,-4.654635059
64.049863,-5.661843347,-5.338975812,-5.167639451,-4.974567195,-4.603754369
64.149863,-5.587878652,-5.277385489,-5.109286843,-4.918394928,-4.549063755
64.249863,-5.570229093,-5.23901929,-5.073133631,-4.881376169,-4.502409143
64.349863,-5.582148552,-5.264593087,-5.09839551,-4.902625811,-4.525623019
64.449863,-5.657528211,-5.337730657,-5.171688708,-4.973529385,-4.607334162
64.549863,-5.628878441,-5.306118337,-5.139471512,-4.947106423,-4.582092643
64.649863,-5.584449428,-5.268320757,-5.101583139,-4.907653352,-4.551313028
64.749863,-5.51368853,-5.207736085,-5.03911653,-4.848381108,-4.482924317
64.849863,-5.509127464,-5.202149972,-5.034811646,-4.842230547,-4.4716484
64.949863,-5.557722247,-5.245180424,-5.089011388,-4.896899235,-4.524403776
65.049863,-5.50174034,-5.204587302,-5.041443639,-4.851994238,-4.472111668
65.149863,-5.561743883,-5.247016897,-5.085338806,-4.890789802,-4.518326151
65.249863,-5.597844169,-5.302897,-5.1340443,-4.947234128,-4.574890804
65.349863,-5.586104856,-5.279809498,-5.112679352,-4.919477828,-4.559337346
65.449863,-5.539190625,-5.228389559,-5.067383766,-4.873325283,-4.50444648
65.549863,-5.509356976,-5.201130042,-5.038573154,-4.842942219,-4.480475246
65.649863,-5.463045226,-5.160103314,-4.996816065,-4.803745795,-4.436515858
65.749863,-5.477002506,-5.173005502,-5.005506696,-4.819872439,-4.452882238
65.849863,-5.478211119,-5.169309376,-5.00298028,-4.820496007,-4.46557099
65.949863,-5.38998965,-5.085558971,-4.925068844,-4.7336588,-4.361254664
